1.0 0.0
1.10005 0.0
1.20009 0.0
1.30014 0.0
1.40019 0.0
1.40019 4.0000000000040004e-05
1.40019 0.0005100000000000104
1.40019 0.0009799999999999809
1.40019 0.0014499999999999513
1.40019 0.0019299999999999873
1.40019 0.0023999999999999577
1.40019 0.002869999999999928
1.40019 0.0033399999999998986
1.40019 0.003809999999999869
1.40019 0.004289999999999905
1.50023 0.0
1.5007 0.0
1.50117 0.0
1.50164 0.0
1.50212 0.0
1.50259 0.0
1.50306 0.0
1.50353 0.0
1.504 0.0
1.50448 0.0
1.50495 0.0
1.60117 0.0
1.60212 0.0
1.60306 0.0
1.604 0.0
1.60495 0.0
1.70122 0.0
1.70216 0.0
1.7031 0.0
1.70405 0.0
1.70499 0.0
1.80126 0.0
1.80126 0.00046999999999997044
1.8022 0.0
1.8022 0.00048000000000003595
1.8022 0.0009500000000000064
1.80315 0.00046999999999997044
1.80315 0.0009399999999999409
1.80315 0.0014099999999999113
1.80409 0.0009500000000000064
1.80542 0.0
1.80409 0.0014199999999999768
1.80409 0.0018899999999999473
1.80504 0.0014099999999999113
1.80504 0.0018800000000001038
1.80504 0.0023599999999999177
1.90173 0.0
1.9022 0.0
1.90268 0.0
1.90315 0.0
1.90362 0.0
1.90409 0.0
1.90456 0.0
1.90504 0.0
1.90546 0.0
1.90551 0.0
1.90598 0.0
1.90645 0.0
1.90692 0.0
1.9074 0.0
1.90787 0.0
2.00268 0.0
2.00362 0.0
2.00456 0.0
2.00551 0.0
2.00551 0.0
2.00551 0.00046999999999997044
2.00645 0.0
2.0074 0.0
2.00834 0.0
2.10272 0.0
2.10366 0.0
2.10461 0.0
2.10555 0.0
2.10598 0.0
2.10645 0.0
2.10649 0.0
2.10744 0.0
2.10838 0.0
2.20276 0.0
2.20276 0.00046999999999997044
2.20276 0.0009500000000000064
2.20371 0.00046999999999997044
2.20371 0.0009399999999999409
2.20371 0.0014099999999999113
2.20465 0.0009399999999999409
2.20465 0.0014199999999999768
2.20465 0.0018899999999999473
2.20692 0.0
2.20559 0.0014199999999999768
2.20559 0.0018899999999999473
2.20559 0.0023599999999999177
2.20654 0.0018899999999999473
2.20654 0.0023599999999999177
2.20654 0.002829999999999888
2.20748 0.0023599999999999177
2.20748 0.0028300000000003322
2.20748 0.003309999999999924
2.20843 0.002829999999999888
2.20843 0.0033000000000003027
2.20843 0.003770000000000273
2.30323 0.0
2.30371 0.0
2.30418 0.0
2.30465 0.0
2.30512 0.0
2.30559 0.0
2.30607 0.0
2.30654 0.0
2.30697 0.0
2.30701 0.0
